datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Gutschewski, Scott",Scott Gutschewski,150,32743657,5200,24.062,12:26 PM,0,41.8,0.7,0,42.5,-0.19,100,0.227668743,
"Hadley, Chesson",Chesson Hadley,150,32743566,7700,29.515,1:10 PM,0,57.1,2.4,0,59.5,-0.02,100,2.315993776,
"Hahn, James",James Hahn,150,32743652,5300,26.66,1:10 PM,0,48.5,1.2,0,49.7,-0.01,100,1.043967171,
"Hale Jr, Blaine",Blaine Hale,150,32743647,5400,23.557,9:20 AM,1,40.5,0.6,0,41.1,-0.25,100,0.795546544,
"Hall, Harry",Harry Hall,150,32743585,6800,28.643,8:14 AM,1,53.9,1.9,0,55.8,-0.01,100,3.668681504,
"Harrington, Padraig",Padraig Harrington,150,32743625,5800,25.765,8:25 AM,1,46.4,1,0,47.4,-0.13,100,1.786645386,
"Higgo, Garrick",Garrick Higgo,150,32743589,6700,29.571,12:26 PM,0,57.2,2.4,0,59.6,0.35,100,4.924376999,
"Highsmith, Joe",Joe Highsmith,150,32743592,6600,29.604,1:43 PM,0,57.7,2.5,0,60.2,0.45,100,2.806177147,
"Hisatsune, Ryo",Ryo Hisatsune,150,32743551,9200,30.937,9:20 AM,1,65,3.9,0,68.8,0.22,100,7.245430549,
"Hoey, Rico",Rico Hoey,150,32743650,5300,28.203,1:54 PM,0,52.1,1.7,0,53.8,0.37,100,2.3483874,
"Hoffman, Charley",Charley Hoffman,150,32743559,8400,29.578,7:52 AM,1,56.9,2.4,0,59.3,-0.1,100,2.318317833,
"Hojgaard, Nicolai",Nicolai Hojgaard,150,32743541,10700,31.842,8:03 AM,1,75.9,7,0,82.9,0.95,100,23.80377809,
"Holmes, J.B.",J.B. Holmes,150,32743666,5000,20.705,8:03 AM,1,35.2,0.3,0,35.5,-0.36,100,0.158204261,
"Hubbard, Mark",Mark Hubbard,150,32743553,9000,30.591,8:14 AM,1,64.7,3.9,0,68.7,0.29,100,7.302826369,
"Hughes, Mackenzie",Mackenzie Hughes,150,32743549,9400,30.898,8:03 AM,1,62.1,3.4,0,65.4,-0.05,100,4.34541698,
"Jaeger, Stephan",Stephan Jaeger,150,32743545,9800,31.856,12:15 PM,0,70.5,5.6,0,76.1,0.66,100,17.17377036,
"Kim, Chan",Chan Kim,150,32743593,6500,30.091,2:05 PM,0,58.4,2.7,0,61,0.57,100,4.069525864,
"Kim, Michael",Michael Kim,150,32743561,8200,31.003,7:41 AM,1,65.2,4,0,69.2,0.66,100,9.138109527,
"Kim, Seonghyeon",Seonghyeon Kim,150,32743564,7900,31.098,7:52 AM,1,65.1,4,0,69,0.76,100,9.185584938,
"Kizzire, Patton",Patton Kizzire,150,32743586,6800,28.06,12:59 PM,0,52.6,1.7,0,54.3,-0.05,100,2.07711118,
"Knapp, Jake",Jake Knapp,150,32743556,8700,30.827,8:58 AM,1,63.9,3.6,0,67.6,0.3,100,11.96413045,
"Knowles, Philip",Philip Knowles,150,32743656,5200,22.475,1:32 PM,0,38.8,0.4,0,39.2,-0.28,100,0,
"Kohles, Ben",Ben Kohles,150,32743599,6400,29.154,1:21 PM,0,57.2,2.4,0,59.6,0.47,100,3.385406067,
"Lashley, Nate",Nate Lashley,150,32743567,7700,29.572,12:15 PM,0,60.2,3,0,63.1,0.28,100,5.218729112,
"Lee, Kyounghoon",Kyoung-Hoon Lee,150,32743570,7500,29.956,12:48 PM,0,59.7,2.9,0,62.6,0.31,100,3.990949313,
"Lipsky, David",David Lipsky,150,32743644,5500,26.857,7:52 AM,1,48.8,1.3,0,50,-0.02,100,2.192290426,
"Lower, Justin",Justin Lower,150,32743610,6100,28.982,7:30 AM,1,56.2,2.3,0,58.5,0.49,100,4.699017099,
"Macdonald, Stuart",Stuart Macdonald,150,32743655,5200,22.036,9:09 AM,1,37.4,0.4,0,37.8,-0.32,100,0.081605507,
"Macintyre, Robert",Robert Macintyre,150,32743581,7000,28.78,9:20 AM,1,56.6,2.2,0,58.8,0.16,100,6.424052129,
"Malnati, Peter",Peter Malnati,150,32743624,5900,27.429,8:25 AM,1,50.5,1.4,0,51.9,-0.01,100,1.084137657,
"McCormick, Ryan",Ryan McCormick,150,32743642,5500,28.669,9:09 AM,1,53.7,1.8,0,55.5,0.44,100,1.211360805,
"McNealy, Maverick",Maverick McNealy,150,32743562,8100,30.004,7:41 AM,1,60.8,3.1,0,63.9,0.19,100,10.11339344,
"Meissner, Mac",Mac Meissner,150,32743636,5600,29.058,8:36 AM,1,55.3,2.1,0,57.4,0.59,100,2.100705023,
"Merritt, Troy",Troy Merritt,150,32743620,5900,27.113,8:36 AM,1,49.5,1.3,0,50.9,-0.04,100,1.781362133,
"Mitchell, Keith",Keith Mitchell,150,32743544,9900,31.36,7:52 AM,1,68.8,5,0,73.8,0.41,100,14.77699761,
"Molinari, Francesco",Francesco Molinari,150,32743611,6100,28.031,8:25 AM,1,51.1,1.5,0,52.6,-0.02,100,1.866667844,
"Moore, Ryan",Ryan Moore,150,32743617,6000,26.45,12:37 PM,0,47.4,1.1,0,48.5,-0.12,100,0.832033743,
"Morales, Omar",Omar Morales,128,32743648,5400,25.732,9:20 AM,1,44.9,0.9,0,45.8,-0.12,100,0.781083863,
"Naula, Renato",Renato Naula,114,32743670,5000,9.795,2:05 PM,0,20.5,0,0,20.6,-0.76,100,0,
"NeSmith, Matthew",Matthew NeSmith,150,32743608,6200,29.316,12:26 PM,0,56,2.2,0,58.3,0.43,100,2.323248371,
"Norlander, Henrik",Henrik Norlander,150,32743616,6000,26.849,8:25 AM,1,49.1,1.3,0,50.4,-0.07,100,1.71244588,
"Norrman, Vincent",Vincent Norrman,150,32743568,7600,30.779,12:59 PM,0,63.3,3.6,0,66.9,0.68,100,10.60790067,
"Novak, Andrew",Andrew Novak,150,32743580,7000,28.64,7:30 AM,1,54.3,2,0,56.3,-0.02,100,4.150872387,
"Olesen, Thorbjorn",Thorbjorn Olesen,150,32743542,10300,31.468,8:36 AM,1,68.6,4.8,0,73.5,0.22,100,12.38495406,
"Ortiz Becerra, Alvaro",Alvaro Ortiz,150,32743658,5200,27.513,1:54 PM,0,50.1,1.4,0,51.5,0.19,100,0.751598852,
"Palmer, Ryan",Ryan Palmer,150,32743597,6400,28.717,1:10 PM,0,54.3,1.9,0,56.3,0.16,100,2.035961617,
"Pan, C.T.",C.T. Pan,150,32743633,5700,26.885,12:26 PM,0,48.4,1.2,0,49.7,-0.05,100,1.51081975,
"Pendrith, Taylor",Taylor Pendrith,150,32743547,9600,31.402,7:30 AM,1,67.4,4.5,0,71.9,0.35,100,16.19166864,
"Pereda, Raul",Raul Pereda,150,32743665,5000,22.101,8:47 AM,1,38.4,0.4,0,38.8,-0.27,100,0.364418282,
"Perez, Victor",Victor Perez,150,32743588,6700,29.37,8:58 AM,1,57.7,2.5,0,60.2,0.41,100,3.987644237,
"Phillips, Chandler",Chandler Phillips,150,32743621,5900,28.982,1:54 PM,0,54.9,2,0,56.9,0.42,100,1.722747317,
"Piercy, Scott",Scott Piercy,150,32743653,5300,25.02,8:25 AM,1,44.3,0.8,0,45.1,-0.13,100,1.671514085,
"Rai, Aaron",Aaron Rai,150,32743558,8500,31.021,1:10 PM,0,66.6,4.3,0,70.9,0.7,100,5.744268373,
"Ramey, Chad",Chad Ramey,150,32743618,6000,28.513,12:48 PM,0,53.5,1.8,0,55.3,0.23,100,1.695485066,
"Reavie, Chez",Chez Reavie,150,32743609,6200,26.313,8:14 AM,1,46.7,1.1,0,47.8,-0.16,100,2.443257178,
"Riley, Davis",Davis Riley,150,32743595,6500,28.402,8:03 AM,1,52.3,1.6,0,53.9,-0.03,100,4.661652043,
"Rodgers, Patrick",Patrick Rodgers,150,32743546,9700,31.346,12:15 PM,0,68.9,5,0,73.8,0.49,100,10.49199862,
"Safa, Jose Antonio",Jose Antonio Safa,128,32743667,5000,13.403,9:20 AM,1,25.3,0,0,25.3,-0.63,100,0,
"Schmid, Matthias",Matti Schmid,150,32743606,6200,29.397,12:59 PM,0,58.1,2.5,0,60.5,0.64,100,4.318005232,
"Shelton, Robby",Robby Shelton,150,32743603,6300,29.116,7:30 AM,1,56.3,2.2,0,58.5,0.41,100,2.923559301,
"Sigel, Ben",Ben Sigel,150,32743668,5000,12.13,8:58 AM,1,23.6,0,0,23.7,-0.67,100,0,
"Sigg, Greyson",Greyson Sigg,150,32743577,7200,29.829,8:25 AM,1,60.7,3,0,63.7,0.54,100,6.130598233,
"Silverman, Ben",Ben Silverman,150,32743607,6200,28.383,1:54 PM,0,53.1,1.8,0,54.9,0.11,100,2.008493537,
"Skinns, David",David Skinns,150,32743646,5400,26.506,8:47 AM,1,47.7,1.1,0,48.8,-0.04,100,0.308541843,
"Sloan, Roger",Roger Sloan,150,32743637,5600,26.814,1:10 PM,0,48.4,1.2,0,49.6,-0.04,100,1.270835253,
"Smalley, Alex",Alex Smalley,150,32743571,7500,30.603,12:15 PM,0,62.1,3.3,0,65.4,0.57,100,6.250555141,
"Snedeker, Brandt",Brandt Snedeker,150,32743659,5200,21.91,8:14 AM,1,37.4,0.4,0,37.8,-0.32,100,0.433053506,
"Spaun, J.J.",J.J. Spaun,150,32743576,7200,29.858,12:48 PM,0,60.4,3,0,63.3,0.5,100,3.716523092,
"Springer, Hayden",Hayden Springer,150,32743634,5700,29.099,2:05 PM,0,54.4,2,0,56.4,0.45,100,3.039655121,
"Stallings, Scott",Scott Stallings,150,32743575,7300,29.84,8:03 AM,1,57.6,2.6,0,60.2,0.17,100,3.069331546,
"Stanger, Jimmy",Jimmy Stanger,150,32743612,6100,28.175,1:43 PM,0,52.4,1.7,0,54,0.07,100,1.00971054,
"Stanley, Preston",Preston Stanley,126,32743654,5300,10.536,8:36 AM,1,21.5,0,0,21.5,-0.77,100,0.010475834,
"Stevens, Samuel",Samuel Stevens,150,32743579,7100,30.667,7:41 AM,1,62.7,3.4,0,66.1,0.8,100,11.24618045,
"Suh, Justin",Justin Suh,150,32743560,8300,30.057,7:52 AM,1,61,3,0,64,0.13,100,4.252196942,
"Tarren, Callum",Callum Tarren,150,32743635,5600,29.282,12:37 PM,0,55.9,2.1,0,58,0.65,100,5.290819725,
"Taylor, Ben",Ben Taylor,150,32743661,5100,24.213,7:41 AM,1,42,0.7,0,42.7,-0.17,100,3.250976325,
"Teater, Josh",Josh Teater,150,32743649,5400,26.835,7:52 AM,1,48.9,1.3,0,50.2,0,100,0.339680265,
"Thompson, Davis",Davis Thompson,150,32743554,8900,31.715,12:59 PM,0,67.7,4.6,0,72.3,0.67,100,11.78044766,
"Tosti, Alejandro",Alejandro Tosti,150,32743565,7800,30.647,1:32 PM,0,62.1,3.3,0,65.4,0.45,100,9.7914661,
"Trainer, Martin",Martin Trainer,150,32743645,5400,26.683,8:14 AM,1,47,1.1,0,48.1,-0.06,100,2.246345232,
"Valimaki, Sami",Sami Valimaki,150,32743587,6700,29.913,1:32 PM,0,57.3,2.4,0,59.7,0.36,100,5.818667279,
"Van Rooyen, Erik",Erik Van Rooyen,150,32743548,9500,31.491,12:48 PM,0,67.5,4.5,0,72,0.4,100,11.76364817,
"Vazquez, Sebastian",Sebastian Vazquez,150,32743663,5100,20.386,1:21 PM,0,34.6,0.3,0,34.8,-0.38,100,0.356315464,
"Vegas, Jhonattan",Jhonattan Vegas,150,32743569,7600,30.055,12:15 PM,0,58.9,2.8,0,61.7,0.19,100,9.415228443,
"Wallace, Matt",Matt Wallace,150,32743572,7400,30.341,12:59 PM,0,62.6,3.3,0,65.9,0.67,100,6.275244994,
"Whaley, Vincent",Vincent Whaley,150,32743596,6500,30.142,12:26 PM,0,58.7,2.7,0,61.5,0.61,100,2.815704771,
"Whitney, Tom",Tom Whitney,150,32743629,5700,27.85,1:32 PM,0,50.8,1.5,0,52.2,0.06,100,2.342871852,
"Wu, Brandon",Brandon Wu,150,32743552,9100,30.251,7:41 AM,1,60,3,0,63,-0.08,100,13.30953516,
"Wu, Dylan",Dylan Wu,150,32743583,6900,29.33,12:37 PM,0,57.7,2.4,0,60.2,0.32,100,2.861574886,
"Wylie, Austin",Austin Wylie,94,32743669,5000,6.109,9:09 AM,1,11.6,0,0,11.6,-1,100,0,
"Xiong, Norman",Norman Xiong,150,32743628,5800,28.231,9:09 AM,1,52.8,1.7,0,54.5,0.23,100,1.94766704,
"Young, Carson",Carson Young,150,32743573,7400,30.031,12:26 PM,0,59.4,2.8,0,62.2,0.31,100,8.98908042,
"Yuan, Carl",Carl Yuan,150,32743605,6200,29.826,1:21 PM,0,56.3,2.3,0,58.5,0.45,100,5.203669614,
