ID,player_name,player_id
*04gyv*,Jaysen Hansen,04gyv
*03o7t*,Joachim B. Hansen,03o7t
*01pto*,Soren Hansen,01pto
*03fb1*,Chris Hanson,03fb1
*01ptq*,Peter Hanson,01ptq
*04uss*,Sebastian Hansson,04uss
*031vk*,Justin Harding,031vk
*041i5*,Brandon Harkins,041i5
*04y9j*,Evan Harmeling,04y9j
*062db*,Matt Harris,062db
*01puf*,Ty Harris,01puf
*04ofq*,Jack Harrison,04ofq
*03o7u*,William Harrold,03o7u
*043r2*,Adam Hart,043r2
*01pui*,Dudley Hart,01pui
*01puj*,Jeff Hart,01puj
*041i6*,Tim Hart,041i6
*027e5*,Andreas Hartoe,2.70E+06
*03o7v*,Jared Harvey,03o7v
*03nuy*,Scott Harvey,03nuy
*04nx0*,Shohei Hasegawa,04nx0
*03o7w*,Mitsuhiko Hashizume,03o7w
*058lv*,Takahiro Hataji,058lv
*02oj2*,Morris Hatalsky,02oj2
*02ya5*,Richard Hattori,02ya5
*01pv2*,Gregory Havret,01pv2
*04mtu*,Simon Hawkes,04mtu
*03pa5*,Alex Hawley,03pa5
*01pv5*,Kevin Hayashi,01pv5
*01pv7*,J.P. Hayes,01pv7
*01pva*,Thomas Haylock,01pva
*02muv*,James Hazen,02muv
*03o7x*,Ze-yu He,03o7x
*01pvg*,David Hearn,01pvg
*03o7y*,James Heath,03o7y
*03o7z*,Benjamin Hebert,03o7z
*03bnp*,Michael Hebert,03bnp
*01pvj*,Scott Hebert,01pvj
*01pvk*,Peter Hedblom,01pvk
*01pvo*,Wes Heffernan,01pvo
*01pvr*,Mike Heinen,01pvr
*04yss*,Nick Heinen,04yss
*01pvt*,Bob Heintz,01pvt
*04on8*,David Heinzinger,04on8
*041i7*,Sebastian Heisele,041i7
*041i8*,Niclas Hellberg,041i8
*041i9*,Bjorn Hellgren,041i9
*04ttn*,Marcus Helligkilde,04ttn
*01pvv*,Ryan Helminen,01pvv
*03ftz*,Chris Hemmerich,03ftz
*03uzi*,Billy Hemstock,03uzi
*01pvw*,Scott Hend,01pvw
*05oap*,Scott Henderson,05oap
*02ytb*,Michael Hendry,02ytb
*01pw4*,Nolan Henke,01pw4
*027cw*,Kip Henley,027cw
*041ia*,Oskar Henningsson,041ia
*01pwa*,J.J. Henry,01pwa
*03o80*,Scott Henry,03o80
*01pwb*,Mark Hensby,01pwb
*039rm*,Berry Henson,039rm
*01pwg*,Jim Herman,01pwg
*068m1*,Michael Herrera,068m1
*04gyp*,Alex Herrmann,04gyp
*01pwj*,Tim Herron,01pwj
*05tec*,James Hervol,05tec
*04yt5*,Alexander Hicks,04yt5
*01pwt*,Justin Hicks,01pwt
*04aph*,Justin B. Hicks,04aph
*04lik*,Masashi Hidaka,04lik
*06amf*,Angel Hidalgo,06amf
*03o82*,Rory Hie,03o82
*049re*,Kazuki Higa,049re
*03o83*,Jake Higginbottom,03o83
*01px1*,David Higgins,01px1
*04pi4*,Calum Hill,04pi4
*01px8*,Matt Hill,01px8
*0510q*,Daniel Hillier,0510q
*028i6*,Craig Hinton,028i6
*03o84*,Yasuki Hiramoto,03o84
*01pxh*,Tetsuji Hiratsuka,01pxh
*04mn7*,Michael Hirmer,04mn7
*04phx*,Grant Hirschman,04phx
*06dq1*,Derek Hitchner,06dq1
*041ic*,Rasmus Hjelm,041ic
*01pxl*,Gabriel Hjertstedt,01pxl
*03o85*,S.K. Ho,03o85
*02i0z*,Bo Hoag,02i0z
*01pxs*,Scott Hoch,01pxs
*04alu*,Craig Hocknull,04alu
*04k0t*,Jonathan Hodge,04k0t
*03qbc*,Stiggy Hodgson,03qbc
*04fyh*,Adam Hodkinson,04fyh
*02ibj*,Michael Hoey,02ibj
*01pxx*,Morgan Hoffmann,01pxx
*06dqk*,Noah Hofman,06dqk
*05qvr*,Kyle Hogan,05qvr
*04cvk*,Tyler Hogarty,04cvk
*04loc*,Ryan Hogue,04loc
*030u0*,Charlie Holland,030u0
*03o86*,Michael Hollick,03o86
*03o87*,Nathan Holman,03o87
*03pjo*,David Holmes,03pjo
*05t5g*,Derek Holmes,05t5g
*01py3*,J.B. Holmes,01py3
*01py4*,Steve Holmes,01py4
*04xi8*,Ian Holt,04xi8
*03l8m*,Wes Homan,03l8m
*02anv*,Creighton Honeck,02anv
*041id*,Chang-kyu Hong,041id
*03o88*,Soon-sang Hong,03o88
*03o89*,Brad Hopfinger,03o89
*03mm0*,Michael Hopper,03mm0
*03qbd*,Mikumu Horikawa,03qbd
*02ibk*,Keith Horne,02ibk
*01pyl*,David Horsey,01pyl
*03ppk*,Sam Horsfield,03ppk
*03o8a*,Antonio Hortal,03o8a
*03o8b*,Hidemasa Hoshino,03o8b
*03o8c*,Kazuhiko Hosokawa,03o8c
*03o8d*,Anthony Houston,03o8d
*051q5*,Lee Houtteman,051q5
*02k0u*,Cole Howard,02k0u
*03tij*,Paul Howard,03tij
*03p6o*,T.J. Howe,03p6o
*01pyx*,Charles Howell III,01pyx
*01pyw*,David Howell,01pyw
*04sb1*,Craig Howie,04sb1
*03gue*,David Hronek,03gue
*01rm4*,Jason Hrynkiw,01rm4
*03o8e*,Chi Hsien Hsieh,03o8e
*03o8f*,Tung-shu Hsieh,03o8f
*041ie*,Hao-Sheng Hsu,041ie
*02xga*,Mu Hu,02xga
*04pie*,Franklin Huang,04pie
*039uf*,Ming Jie Huang,039uf
*039u7*,Wen-Yi Huang,039u7
*027cx*,Bobby Hudson,027cx
*03p92*,Justin Hueber,03p92
*062eq*,Maclain Huge,062eq
*06fg6*,Andrew Hughes,06fg6
*01pzi*,Jean Hugo,01pzi
*02j7j*,Phillip Hui,02j7j
*03o8g*,Daan Huizing,03o8g
*01pzk*,Mike Hulbert,01pzk
*03o8h*,Jeppe Pape Huldahl,03o8h
*04pi5*,Theo Humphrey,04pi5
*059u5*,Oliver Hundeboll Jorgensen,059u5
*03o8i*,Chien-yao Hung,03o8i
*03o8j*,Inhoi Hur,03o8j
*01q01*,Billy Hurley,01q01
*02o8e*,John Hurley,02o8e
*061ay*,Austin Hurt,061ay
*05t58*,Keenan Huskey,05t58
*02hzt*,Shaaban Hussin,02hzt
*01q06*,John Huston,01q06
*01ujm*,Bobby Hutcherson,01ujm
*01sj7*,Jesse Hutchins,01sj7
*04xub*,Matt Hutchins,04xub
*05u3k*,Ben Hutchinson,05u3k
*01q0a*,Randy Hutchison,01q0a
*03o8k*,Sam Hutsby,03o8k
*01ycs*,David Hutsell,01ycs
*029dx*,Brian Hutton,029dx
*0292x*,Greg Huxman,0292x
*03o8l*,Inn-Choon Hwang,03o8l
*04alf*,Jae Min Hwang,04alf
*02h7s*,Jay Hwang,02h7s
*028i7*,Jung-gon Hwang,028i7
*04coc*,Jeong-hyup Hyun,04coc
*02oh9*,Kodai Ichihara,02oh9
*033ra*,Kohki Idoki,033ra
*050l7*,Denzel Ieremia,050l7
*01q0m*,Yuji Igarashi,01q0m
*031vl*,Steven Ihm,031vl
*01q0o*,Yuta Ikeda,01q0o
*04lil*,Tomoyo Ikemura,04lil
*01q0r*,Mikko Ilonen,01q0r
*03o8m*,Daniel Im,03o8m
*01q0u*,Ryuji Imada,01q0u
*03pjp*,Shugo Imahira,03pjp
*01q0v*,Trevor Immelman,01q0v
*02h7v*,Paul Imondi,02h7v
*03o8n*,Yuki Inamori,03o8n
*03pjq*,Vince India,03pjq
*04miw*,Pawin Ingkhapradit,04miw
*061ar*,Colin Inglis,061ar
*01z7u*,Stu Ingraham,01z7u
*02ok6*,John Inman,02ok6
*060yk*,Manuel Inman,060yk
*0322k*,Makoto Inoue,0322k
*03o6x*,Arie Irawan,03o6x
*027eo*,Steve Irwin,027eo
*061ap*,Nic Ishee,061ap
*05yf4*,Koichiro Ishika,05yf4
*060yl*,Jose Cristobal Islas,060yl
*039ro*,Md. Rashid Ismail,039ro
*04atd*,Marco Iten,04atd
*059cp*,Yushi Ito,059cp
*02i00*,Justin Itzen,02i00
*0452y*,Takashi Iwamoto,0452y
*06642*,Aguri Iwasaki,6642
*01q1g*,Hiroshi Iwata,01q1g
*04kdz*,Daijiro Izumida,04kdz
*04lpa*,Sean Jacklin,04lpa
*03o8o*,Grant Jackson,03o8o
*05ok6*,Isaiah Jackson,05ok6
*06695*,Palmer Jackson,6695
*03anp*,Peter Jacobsen,03anp
*01q1o*,Fredrik Jacobson,01q1o
*01q1p*,Raphael Jacquelin,01q1p
*04yt1*,Matt Jager,04yt1
*0626u*,Charles Jahn,0626u
*01q1s*,Thongchai Jaidee,01q1s
*02auu*,Faber Jamerson,02auu
*04gwd*,Austin James,04gwd
*061ze*,Benjamin James,061ze
*0452z*,Richard James,0452z
*028y5*,Scott Jamieson,028y5
*03o8p*,Jazz Janewattananond,03o8p
*03fb2*,Dong-Kyu Jang,03fb2
*02xgb*,I.J. Jang,02xgb
*041if*,Frederick Janneck,041if
*05oih*,Ratchapol Jantavara,05oih
*01q24*,Lee Janzen,01q24
*01q25*,Barrett Jarosch,01q25
*060ik*,Aaron Jarvis,060ik
*031vm*,Steven Jeffress,031vm
*043pp*,Carter Jenkins,043pp
*04hkc*,Daniel Jennevret,04hkc
*01q2b*,Clint Jensen,01q2b
*03o8q*,Lasse Jensen,03o8q
*04ggn*,Galam Jeon,04ggn
*01q2i*,Jin Jeong,01q2i
*03rvo*,Steven Jeppesen,03rvo
*04zht*,Luke Jerling,04zht
*0246w*,Marty Jertson,0246w
*03o8r*,Abhishek Jha,03o8r
*01q2s*,Miguel Angel Jimenez,01q2s
*03o8s*,Cheng Jin,03o8s
*04ona*,Da-xing Jin,04ona
*03o8t*,Hugues Joannes,03o8t
*01q31*,Brandt Jobe,01q31
*03uzj*,Kristian Krogh Johannessen,03uzj
*03uzk*,Eirik Tage Johansen,03uzk
*043fd*,Niclas Johansson,043fd
*042bx*,Ola Johansson,042bx
*04phy*,Allen John,04phy
*04y15*,Cameron John,04y15
*032gr*,Andrew Johnson,032gr
*02jzf*,Audie Johnson,02jzf
*05lob*,Chase Johnson,05lob
*05r8u*,Kamaiu Johnson,05r8u
*01q3i*,Kevin Johnson,01q3i
*043pj*,Michael Johnson,043pj
*04azk*,Neil Johnson,04azk
*01q3l*,Richard Johnson,01q3l
*01q3m*,Richard S Johnson,01q3m
*03mkb*,Tom Johnson,03mkb
*01q3r*,Vincent Johnson,01q3r
*04svu*,Zach J. Johnson,04svu
*028i8*,Andrew Johnston,028i8
*04mtv*,Liam Johnston,04mtv
*04uqf*,Stewart Jolly,04uqf
*01q42*,Brendan Jones,01q42
*03svl*,Brett Jones,03svl
*061au*,Jared Jones,061au
*01q47*,Kent Jones,01q47
*03ppl*,Kyle Jones,03ppl
*01q48*,Matt Jones,01q48
*01q4a*,Nick Jones,01q4a
*04y16*,Peter Jones,04y16
*01q4d*,Steve Jones,01q4d
*04yqm*,Steven Jones,04yqm
*01q4g*,Michael Jonzon,01q4g
*03o8u*,Heung-chul Joo,03o8u
*041ig*,Austin Jordan,041ig
*04ang*,Damien Jordan,04ang
*04yqs*,Matthew Jordan,04yqs
*03pjr*,Khalin H Joshi,03pjr
*049rf*,Richard Jouven,049rf
*049us*,Luke Joy,049us
*04rik*,Davey Jude,04rik
*0666g*,Chanmin Jung,0666g
*04p9p*,Hanmil Jung,04p9p
*049jx*,Jiho Jung,049jx
*04yjs*,Peter Jung,04yjs
*03sd3*,Richard Jung,03sd3
*050yf*,Woojin Jung,050yf
*03o8v*,Pariya Junhasavasdikul,03o8v
*06ax3*,Steve Jurgensen,06ax3
*01q4y*,Erick Justesen,01q4y
*04s62*,Grover Justice,04s62
*03rw5*,Joseph Juszczyk,03rw5
*05osj*,Jeong Weon KO,05osj
*04yt2*,Sadom Kaewkanjana,04yt2
*03o8w*,Tirawat Kaewsiribandit,03o8w
*01q56*,Shintaro Kai,01q56
*04xn4*,Terumichi Kakazu,04xn4
*03o8x*,Roope Kakko,03o8x
*01q59*,Tom Kalinowski,01q59
*041ih*,Junya Kameshiro,041ih
*03o8z*,Kunihiro Kamii,03o8z
*01q5d*,James Kamte,01q5d
*03llz*,Craig Kanada,03llz
*04llz*,Takumi Kanaya,04llz
*03mso*,Alex Kang,03mso
*01q5k*,Anthony Kang,01q5k
*03o90*,Ji-Man Kang,03o90
*04a2r*,Kyungnam Kang,04a2r
*01q5v*,Sung Kang,01q5v
*01q5x*,Shiv Kapur,01q5x
*01q62*,Rikard Karlberg,01q62
*042vd*,Anton Karlsson,042vd
*0401q*,Jeff Karlsson,0401q
*01q64*,Robert Karlsson,01q64
*03o91*,Peter Karmis,03o91
*05oh5*,Michael Kartrude,05oh5
*03pa6*,Janne Kaske,03pa6
*03o92*,Daisuke Kataoka,03o92
*05xoz*,Naoyuki Kataoka,05xoz
*01q69*,Shingo Katayama,01q69
*0620p*,Yuto Katsuragawa,0620p
*02i29*,Chris Kaufman,02i29
*03d9u*,Smylie Kaufman,03d9u
*04z2p*,Kshitij Naveed Kaul,04z2p
*01q6a*,Jeremy Kavanagh,01q6a
*05r46*,Evan Kawai,05r46
*028i9*,Hiroo Kawai,028i9
*06641*,Riki Kawamoto,6641
*039u8*,Masahiro Kawamura,039u8
*01q6d*,Jonathan Kaye,01q6d
*01q6e*,Martin Kaymer,01q6e
*04lo9*,Niall Kearney,04lo9
*01q6g*,Thomas Kearney,01q6g
*02oha*,Ian Keenan,02oha
*05ttn*,Brian Keiser,05ttn
*06cgb*,Travis Kelce,06cgb
*044tm*,Ross Kellett,044tm
*01q6m*,Tony Kelley,01q6m
*03o93*,Andrew Kelly,03o93
*01q6p*,Jerry Kelly,01q6p
*04d60*,Sean Kelly,04d60
*04dx4*,Tee-K Kelly,04dx4
*01q6t*,Troy Kelly,01q6t
*03o94*,Dodge Kemmer,03o94
*01q6w*,Skip Kendall,01q6w
*04cmq*,Blake Kennedy,04cmq
*028ia*,Brad Kennedy,028ia
*03o95*,Lloyd Kennedy,03o95
*03mli*,Ryan B. Kennedy,03mli
*02cbq*,Billy Kennerly,02cbq
*04svv*,Ben Kern,04svv
*03srp*,Martin Keskari,03srp
*01z7z*,Tanner Kesterson,01z7z
*02px2*,Darrell Kestner,02px2
*05gsy*,Lars Keunen,05gsy
*060q6*,Jake Kevorkian,060q6
*01szj*,Mike Keymont,01szj
*03r1v*,Mathiam Keyser,03r1v
*03o96*,Rashid Khan,03o96
*05ahh*,Shamim Khan,05ahh
*01q7d*,Simon Khan,01q7d
*06c7t*,Taichi Kho,06c7t
*03o97*,Phachara Khongwatmai,03o97
*03o98*,Kheng Hwai Khor,03o98
*03o99*,Thanyakon Khrongpha,03o99
*03d9v*,Maximilian Kieffer,03d9v
*02h6t*,J.J. Killeen,02h6t
*04p1p*,Chris Killmer,04p1p
*0401r*,Nick Killpack,0401r
*05oaq*,Tom - DUP Kim - DUP,05oaq
*03ppm*,Alex Kim,03ppm
*04amm*,Alex Kim,04amm
*01q7l*,Bio Kim,01q7l
*03o9a*,Bong-Sub Kim,03o9a
*047go*,Byung-Jun Kim,047go
*01q7q*,Dae-Hyun Kim,01q7q
*04gyq*,Daniel Kim,04gyq
*027e6*,Do Kim,2.70E+07
*03o9c*,Do II Kim,03o9c
*03o9d*,Do-hoon Kim,03o9d
*03o9e*,Dohyun Kim,03o9e
*04oui*,Dongmin Kim,04oui
*03o9f*,Gi-whan Kim,03o9f
*05m9t*,Hanbyeol Kim,05m9t
*04ke0*,Hongtaek Kim,04ke0
*02xgc*,Hyung-Sung Kim,02xgc
*03fb3*,Hyung-Tae Kim,03fb3
*03o9g*,In-ho Kim,03o9g
*04qmc*,Jaeho Kim,04qmc
*04xlr*,Jeremiah Kim,04xlr
*041ii*,John Young Kim,041ii
*047zz*,Junsung Kim,047zz
*06amw*,Justin Kim,06amw
*06ame*,Justin YW Kim,06ame
*01q88*,K.T. Kim,01q88
*01q84*,Kenny Kim,01q84
*026i0*,Lion Kim,026i0
*04lec*,Lucas Kim,04lec
*0586y*,Min-Jun Kim,0586y
*04ke1*,Minkyu Kim,04ke1
*04cod*,Seng-Yong Kim,04cod
*063sq*,Sengyong Kim,063sq
*03o9h*,Seunghyuk Kim,03o9h
*066oa*,Seunghyuk Kim,066oa
*03o9i*,Sihwan Kim,03o9i
*01vin*,Sunny Kim,01vin
*043pq*,Tae Woo Kim,043pq
*039ux*,Tae-hoon Kim,039ux
*05rck*,Taehoon Kim,05rck
*03pcr*,Taeksoo Kim,03pcr
*04a7e*,Taewoo Kim,04a7e
*03kx2*,Whee Kim,03kx2
*03o9k*,Woo-Hyun Kim,03o9k
*0666h*,Yeongsu Kim,0666h
*04t3q*,Yong Woo Kim,04t3q
*050yg*,Young-Woon Kim,050yg
*03229*,John Kimbell,3229
*03o9l*,Nathan Kimsey,03o9l
*03ua6*,Robin Kind,03ua6
*041ij*,Gary King,041ij
*068o2*,Harrison Kingsley,068o2
*01q93*,James Kingston,01q93
*03six*,Marcus Kinhult,03six
*03n8o*,Michael Kinkopf,03n8o
*03rwe*,Paul Kinnear,03rwe
*05u69*,Tripp Kinney,05u69
*03o9m*,Ryosuke Kinoshita,03o9m
*04x7i*,Yuta Kinoshita,04x7i
*04hkd*,Koichi Kitamura,04hkd
*01q9e*,Tom Kite,01q9e
*01q9f*,Drew Kittleson,01q9f
*01q9j*,Soren Kjeldsen,01q9j
*01q9k*,Clark Klaasen,01q9k
*01q9l*,Jeff Klauk,01q9l
*03o9n*,David Klein,03o9n
*04ycc*,Douglas Klein,04ycc
*05u6a*,Luke Kluver,05u6a
*06alm*,Peter Knade,06alm
*041ik*,Alexander Knappe,041ik
*01q9q*,Brandon Knaub,01q9q
*06b81*,William Knauth,06b81
*05mbu*,Jake Kneen,05mbu
*0529e*,Curtis Knipes,0529e
*05mrz*,Alex Knoll,05mrz
*03et1*,Raymond Knoll,03et1
*01q9w*,Colt Knost,01q9w
*04am7*,Jim Knous,04am7
*04ob5*,Philip Knowles,04ob5
*01q9y*,Kenny Knox,01q9y
*028ib*,Jason Knutzon,028ib
*04ykj*,Dylan Ko,04ykj
*06cpx*,Jeong-Weon Ko,06cpx
*04rxi*,Sukwoan Ko,04rxi
*02xgd*,Masanori Kobayashi,02xgd
*03p93*,Shintaro Kobayashi,03p93
*04z2q*,Kazuma Kobori,04z2q
*05t53*,Greg Koch,05t53
*04zn3*,David Kocher,04zn3
*04mix*,Karandeep Kochhar,04mix
*04hke*,Tatsuya Kodai,04hke
*04c38*,Chase Koepka,04c38
*04lno*,Christoph Koerbler,04lno
*03o9o*,Espen Kofstad,03o9o
*041il*,Deng-shan Koh,041il
*01qaa*,J.T. Kohut,01qaa
*03rei*,Ippei Koike,03rei
*05oar*,Tyler Koivisto,05oar
*04oco*,Kim Koivu,04oco
*04ycd*,Dylan Kok,04ycd
*03guf*,Johan Kok,03guf
*03o9p*,Malcolm Kokocinski,03o9p
*01qad*,Jason Kokrak,01qad
*04gyr*,Jonas Kolbing,04gyr
*01qah*,Tomohiro Kondo,01qah
*05gdf*,Takanori Konishi,05gdf
*03o9q*,Yuki Kono,03o9q
*03o9r*,Suttijet Kooratanapisan,03o9r
*041im*,Patrick Kopp,041im
*03o9s*,Mikko Korhonen,03o9s
*05n2g*,Ales Korinek,05n2g
*04p42*,Yuwa Kosaihira,04p42
*03mqi*,Andrew Kozan,03mqi
*049ut*,Jinichiro Kozuma,049ut
*01qau*,Greg Kraft,01qau
*041in*,Max Kramer,041in
*06c5g*,Billy Kratzert,06c5g
*01qay*,Cliff Kresge,01qay
*01qb0*,Joel Kribel,01qb0
*0500z*,Nicolai Kristensen,0500z
*04yt3*,Gudmundur Kristjansson,04yt3
*03o9t*,William Kropp,03o9t
*01qb3*,Aaron Krueger,01qb3
*02hzu*,Jbe Kruger,02hzu
*03ouv*,Jacques Kruyswijk,03ouv
*041io*,Mitch Krywulycz,041io
*01s6k*,T.J. Kua,01s6k
*01qb9*,Kenichi Kuboya,01qb9
*02i0l*,Hank Kuehne,02i0l
*06ckd*,Tommy Kuhl,06ckd
*028ic*,Rick Kulacz,028ic
*03o9u*,Chiragh Kumar,03o9u
*04aak*,Mukesh Kumar,04aak
*041ip*,Julian Kunzenbacher,041ip
*02ytd*,Chad Kurmel,02ytd
*03o9v*,Ki-Tack Kwon,03o9v
*050qy*,Luke Kwon,050qy
*04a2s*,Myung-ho Kwon,04a2s
*04p43*,Sung-Youl Kwon,04p43
*039gt*,Bronson La'Cassie,039gt
*01qbv*,Parker LaBarge,01qbv
*01qbw*,Doug LaBelle II,01qbw
*050l8*,Frederic LaCroix,050l8
*01yct*,Rob Labritz,01yct
*01qc2*,Maarten Lafeber,01qc2
*03o9w*,Joakim Lagergren,03o9w
*04rin*,Logan Lagodich,04rin
*02ohb*,Anirban Lahiri,02ohb
*06dm2*,Eddy Lai,06dm2
*041iq*,Max Laier,041iq
*01qc7*,Chih-Bing Lam,01qc7
*043pr*,Rick Lamb,043pr
*01qcd*,Derek Lamely,01qcd
*01qce*,Joey Lamielle,01qce
*01qcf*,Steve Lamontagne,01qcf
*03o9x*,Moritz Lampert,03o9x
*01qcj*,Neal Lancaster,01qcj
*01qck*,Todd Lancaster,01qck
*03o9y*,Jerome Lando Casanova,03o9y
*02ohc*,Barry Lane,02ohc
*06eo3*,Joey Lane,06eo3
*055hs*,Joseph Lane,055hs
*03v3x*,Christopher Lang,03v3x
*03re9*,Romain Langasque,03re9
*04ytm*,Victor Lange,04ytm
*01qct*,Bernhard Langer,01qct
*041ir*,Per Langfors,041ir
*05gsz*,David Langley,05gsz
*01uqh*,Scott Langley,01uqh
*06asx*,Peter Lansburgh,06asx
*03o9z*,Francesco Laporta,03o9z
*01qd1*,Jose Manuel Lara,01qd1
*01qd2*,Brad Lardon,01qd2
*01qd7*,Kevin Larsen,01qd7
*06cmw*,Anders Larson,06cmw
*01qdb*,Dean Larsson,01qdb
*03lk9*,Antonio Lascuna,03lk9
*028id*,Mark Laskey,028id
*04xi9*,Peter Launer Baek,04xi9
*03oa0*,David Law,03oa0
*04g1z*,David Lawrence,04g1z
*01qdl*,Paul Lawrie,01qdl
*02k0w*,Peter Lawrie,02k0w
*032ua*,Peter Laws,032ua
*041is*,Deyen Lawson,041is
*03vle*,Tran Le Duynhat,03vle
*01qdv*,Steve LeBrun,01qdv
*01qdp*,Stephen Leaney,01qdp
*01sa4*,Grant Leaver,01sa4
*06ax4*,Roberto Lebrija,06ax4
*01qdy*,Brett Lederer,01qdy
*02i49*,Nelson Ledesma,02i49
*064tn*,Alex Lee,064tn
*01wsa*,Beon Yeong Lee,01wsa
*03c84*,Chang-Woo Lee,03c84
*03rej*,Chieh-Po Lee,03rej
*03oa1*,Craig Lee,03oa1
*02k0x*,D.H. Lee,02k0x
*04lim*,Dong Ha Lee,04lim
*03oa2*,Dongmin Lee,03oa2
*04n93*,Donny Lee,04n93
*04llr*,Gyu Min Lee,04llr
*02xge*,Han Lee,02xge
*04rxj*,Han-gu Lee,04rxj
*03oa3*,Hyungjoon Lee,03oa3
*04llq*,Hyungjoon Lee,04llq
*05rho*,Hyungjoon Lee,05rho
*058ze*,Jae Kyeong Lee,058ze
*05qvl*,Jaekyeong Lee,05qvl
*04ytn*,Jaewon Lee,04ytn
*03rvp*,Ji-Hoon Lee,03rvp
*06cqs*,Joshua Lee,06cqs
*05r47*,Jun Hak Lee,05r47
*03oa4*,Jun-seok Lee,03oa4
*04dx5*,Junghwan Lee,04dx5
*03r2o*,Junhak Lee,03r2o
*04p9q*,Kevin Lee,04p9q
*03ar8*,Ki Taek Lee,03ar8
*03oa5*,Ki-Sang Lee,03oa5
*01qer*,Lucas Lee,01qer
*04g3k*,Matt Lee,04g3k
*02h6u*,Richard H. Lee,02h6u
*01qex*,Richard T. Lee,01qex
*050yh*,Rodrigo Lee,050yh
*04gmk*,S.M. Lee,04gmk
*042by*,Sang Yeop Lee,042by
*03oa6*,Sang-hee Lee,03oa6
*04ke2*,Se-Ho Lee,04ke2
*04dap*,Seungtaek Lee,04dap
*04915*,Seungyun Lee,4915
*03pa7*,Soomin Lee,03pa7
*027e2*,Steve Lee,2.70E+03
*041it*,Sung Lee,041it
*049dy*,Sung-Man Lee,049dy
*05ahk*,Sung-ho Lee,05ahk
*03oa7*,Tae Hee Lee,03oa7
*03oa8*,Tain Lee,03oa8
*04dou*,Walker Lee,04dou
*03pa8*,Won Joon Lee,03pa8
*05rhf*,Wonjoon Lee,05rhf
*01qfd*,Ian Leggatt,01qfd
*06dq3*,Thomas Lehman,06dq3
*01qfg*,Tom Lehman,01qfg
*04yi3*,Ben Lein,04yi3
*01qfi*,Marc Leishman,01qfi
*03oa9*,Niklas Lemke,03oa9
*03etg*,Ryan Lenahan,03etg
*041la*,Oscar Lengden,041la
*04phz*,Horacio Leon,04phz
*01qfm*,Hugo Leon,01qfm
*01qfq*,Tyler Leon,01qfq
*061qk*,Brendan Leonard,061qk
*01qfs*,Justin Leonard,01qfs
*03oaa*,Ben Leong,03oaa
*01qfw*,John Lepak,01qfw
*04loa*,Kasidit Lepkurte,04loa
*05a0h*,Kenny Leseur,05a0h
*041lb*,Leo Lespinasse,041lb
*04led*,Doug Letson,04led
*01qg0*,Michael Letzig,01qg0
*03fu0*,Dave Levesque,03fu0
*01qg2*,Thomas Levet,01qg2
*01qg4*,Spencer Levin,01qg4
*03gox*,Alexander Levy,03gox
*02jeu*,Rick Lewallen,02jeu
*01qg6*,J.L. Lewis,01qg6
*02j2q*,Randal Lewis,02j2q
*01qg8*,Scott Lewis,01qg8
*028ie*,Tom Lewis,028ie
*03lka*,Steve Lewton,03lka
*039u9*,Hao-Tong Li,039u9
*01qgd*,Wen-Chong Liang,01qgd
*01qgg*,Frank Lickliter II,01qgg
*04sy7*,Ondrej Lieser,04sy7
*04dx1*,Tyler Light,04dx1
*028if*,Simon Lilly,028if
*062o7*,Mo Lim,062o7
*03p94*,Thomas Lim,03p94
*03oab*,Jose-Filipe Lima,03oab
*05gbl*,KK Limbhasut,05gbl
*05010*,K.P. Lin,5010
*01qh1*,Wen-tang Lin,01qh1
*0597e*,Yung-lung Lin,0597e
*04m7j*,Yuxin Lin,04m7j
*03oac*,Thomas Linard,03oac
*04s63*,Brittany Lincicome,04s63
*041iu*,Mikael Lindberg,041iu
*03srq*,Oliver Lindell,03srq
*05mky*,Charlie Lindh,05mky
*04808*,Niklas Lindstrom,4808
*04zr0*,Edoardo Raffaele Lipparelli,04zr0
*01qh9*,Eric Lippert,01qh9
*01uec*,John C. Little II,01uec
*039nj*,Don Littrell,039nj
*03amy*,Yanwei Liu,03amy
*03oad*,Chris Lloyd,03oad
*031vn*,Darryn Lloyd,031vn
*01qhr*,Edward Loar,01qhr
*027ew*,Brian Locke,027ew
*04rno*,Sam Locke,04rno
*02cck*,Olafur Loftsson,02cck
*05amu*,Abhinav Lohan,05amu
*045ql*,Daniel Lokke,045ql
*041iv*,Zander Lombard,041iv
*01qhz*,Peter Lonard,01qhz
*04zhu*,Hurly Long,04zhu
*05rg8*,Joe Long,05rg8
*03oae*,Michael Long,03oae
*06ama*,Thomas Longbella,06ama
*062l6*,David Longmire,062l6
*02zrh*,Ken Looper,02zrh
*05oii*,Vitor Lopes,05oii
*041iw*,Johan Lopez Lazaro,041iw
*03nuz*,Lance Lopez,03nuz
*05a9g*,Eugenio Lopez-Chacarra Coto,05a9g
*061ra*,Ben Lorenz,061ra
*03oaf*,Mike Lorenzo-Vera,03oaf
*04cvl*,Herman Loubser,04cvl
*041ix*,Josh Loughrey,041ix
*026qx*,Andrew Loupe,026qx
*01qie*,Davis Love III,01qie
*0401s*,Dru Love,0401s
*03dd7*,Sam Love,03dd7
*04fkh*,Tom Lovelady,04fkh
*01qif*,Jamie Lovemark,01qif
*01qig*,Matt Loving,01qig
*01qih*,Cortland Lowe,01qih
