"ID","Player","Team","Position","RkOv","Status","FPts","FP/G","Ros","+/-","Par","Bir","Eag","Bog","DBo","Alb","H1","TP","Oth","Plc"
"*01ozo*","Jeff Brehaut","null","null","658","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o54*","Merrick Bremner","null","null","659","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05zbv*","Michael Brennan","null","null","660","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03caz*","Fielding Brewbaker","null","null","661","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ozv*","Markus Brier","null","null","662","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ozw*","Danny Briggs","null","null","663","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04rxg*","Matt Bright","null","null","664","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ozx*","D.J. Brigman","null","null","665","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ozy*","Jaxon Brigman","null","null","666","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04z99*","Rufus Brijalba","null","null","667","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05u21*","Christoffer Bring","null","null","668","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05222*","Craig Brischke","null","null","669","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p01*","Josh Broadaway","null","null","670","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p02*","Paul Broadhurst","null","null","671","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03faw*","Kristoffer Broberg","null","null","672","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03gub*","Jamie Broce","null","null","673","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p04*","Josh Brock","null","null","674","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p06*","Brian Brodell","null","null","675","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o55*","Daniel Brooks","null","null","676","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p08*","Mark Brooks","null","null","677","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03d9o*","Anthony Broussard","null","null","678","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o56*","Anthony Brown","null","null","679","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*062am*","Barclay Brown","null","null","680","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02pm5*","Brandon Brown","null","null","681","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01uh7*","Christopher Brown","null","null","682","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*052cn*","Cullan Brown","null","null","683","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06cpb*","Daniel Brown","null","null","684","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03byl*","Hunter Brown","null","null","685","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p0h*","Mark Brown","null","null","686","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*033r7*","Mark R. Brown","null","null","687","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6k*","Scott Brown","null","null","276","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o57*","Steven Brown","null","null","688","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p0l*","Ted Brown","null","null","689","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c1y*","Olin Browne Jr.","null","null","690","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p0m*","Olin Browne","null","null","691","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*052co*","Callum Bruce","null","null","692","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o58*","Heinrich Bruiners","null","null","693","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03cyc*","Julien Brun","null","null","694","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04e2p*","Brad Brunner","null","null","695","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p0v*","Bart Bryant","null","null","696","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06b82*","Brad Bryant","null","null","697","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04t3p*","Russell Budd","null","null","698","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p11*","Jason Buha","null","null","699","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061p2*","William Buhl","null","null","700","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03we9*","Charlie Bull","null","null","701","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o59*","Kent Bulle","null","null","702","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*045qe*","Brian Bullington","null","null","703","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059zd*","Panuwat Bulsombath","null","null","704","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01w71*","Dave Bunker","null","null","705","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5a*","Itthipat Buranatanyarat","null","null","706","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p19*","Kelvin Burgin","null","null","707","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1b*","Cam Burke","null","null","708","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1g*","Bob Burns","null","null","710","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1h*","Jeff Burns","null","null","711","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1n*","John Bushka","null","null","712","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04sy5*","Marc-Etienne Bussieres","null","null","713","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1p*","Rodney Butcher","null","null","714","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5c*","Michael Buttacavoli","null","null","715","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03p5l*","Morne Buys","null","null","716","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1u*","Jonathan Byrd","null","null","256","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*060o4*","Marcus Byrd","null","null","324","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*027gk*","Zack Byrd","null","null","717","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02j7e*","David Byrne","null","null","718","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5d*","James Byrne","null","null","719","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p1x*","Tom Byrum","null","null","720","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hf*","Jin-jae Byun","null","null","721","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04c0j*","Zach Cabra","null","null","722","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p21*","Rafa Cabrera Bello","null","null","723","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p20*","Federico Cabrera","null","null","725","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02ytl*","Angel F. Cabrera, Jr.","null","null","726","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0500w*","Jan Cafourek","null","null","727","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06b7p*","Matt Cahill","null","null","728","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02aup*","Brian Cairns","null","null","729","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06cwx*","Ethan Cairns","null","null","730","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5e*","Ryan Cairns","null","null","731","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p2a*","Mark Calcavecchia","null","null","732","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mtr*","Matias Calderon","null","null","733","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ua2*","Jonathan Caldwell","null","null","734","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061rc*","Brady Calkins","null","null","735","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03r1u*","Francois Calmels","null","null","736","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02i23*","Robert Calvesbert","null","null","737","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5f*","Guillaume Cambis","null","null","738","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0620q*","Ben Campbell","null","null","739","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04atc*","Benjamin Campbell","null","null","740","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03d9p*","Brian Campbell","null","null","741","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p2k*","Chad Campbell","null","null","742","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04doq*","Matt Campbell","null","null","743","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p2n*","Michael Campbell","null","null","744","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5g*","Peter Campbell","null","null","745","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05a2f*","Ryan Campbell","null","null","746","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*026zs*","Todd Camplin","null","null","747","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p2t*","Rafael Campos","null","null","229","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02i24*","Juan Campusano","null","null","748","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5h*","Ariel Canete","null","null","749","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p2v*","Alejandro Canizares","null","null","750","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04zhr*","Chris Cannon","null","null","751","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04azj*","Will Cannon","null","null","752","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01v9s*","Laurie Canter","null","null","753","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04p40*","Ivan Cantero Gutierrez","null","null","754","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p30*","Tim Cantwell","null","null","755","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03p8x*","Yi Cao","null","null","756","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0401k*","Frankie Capan","null","null","757","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p32*","Mike Capone","null","null","758","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03lli*","Sebastian Cappelen","null","null","759","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5i*","Ty Capps","null","null","760","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6l*","Miguel Angel Carballo","null","null","761","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p37*","Michael Carbone","null","null","762","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*062al*","David Carey","null","null","763","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02ya4*","Kevin Carll","null","null","764","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5j*","Johan Carlsson","null","null","765","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5k*","Magnus Carlsson","null","null","766","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xlq*","Magnus A. Carlsson","null","null","767","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ryb*","Robert Carlsson","null","null","768","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05te8*","Mario Carmona","null","null","769","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0298r*","Mark Carnevale","null","null","770","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ous*","Steve Carney","null","null","771","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p3j*","Jason Caron","null","null","772","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059co*","Rowin Caron","null","null","773","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0267k*","Alex Carpenter","null","null","774","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06ago*","Ben Carr","null","null","290","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*039er*","David Carr","null","null","775","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04y13*","Clodomiro Carranza","null","null","776","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c1e*","Luis Carrera","null","null","777","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*032ps*","Kevin Carrigan","null","null","778","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04apy*","Christopher Carstensen","null","null","779","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p3s*","Jim Carter","null","null","780","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*031r1*","Pat Carter","null","null","781","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p3v*","Gregory Casagranda","null","null","782","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03vla*","Brian Casey","null","null","783","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p3w*","Paul Casey","null","null","784","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p3x*","Scott Cashell","null","null","785","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0680d*","Michael Castillo","null","null","786","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oan*","Ricky Castillo","null","null","337","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6m*","Roberto Castro","null","null","787","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p41*","Martin Catalioto","null","null","788","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04kyk*","Edgar Catherine","null","null","789","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hg*","John Catlin","null","null","790","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c23*","Christian Cavaliere","null","null","791","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p48*","Marc Cayeux","null","null","792","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03lmt*","Rodolfo Cazaubon","null","null","364","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mul*","Michele Cea","null","null","793","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p4a*","Alex Cejka","null","null","794","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hh*","Ricardo Celia","null","null","795","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0624f*","Filippo Celli","null","null","796","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p4c*","Christian Cevaer","null","null","797","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05xc9*","Eugenio Chacarra","null","null","798","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hi*","Piya Chaiyapong","null","null","799","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p4g*","Greg Chalmers","null","null","265","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p4i*","Lorens Chan","null","null","800","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odr*","Shih-chang Chan","null","null","801","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02hzr*","Yih-Shin Chan","null","null","802","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dg7*","Tap Chanachok","null","null","803","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050l6*","Yashas Chandra","null","null","804","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hj*","Derek Chang","null","null","805","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hk*","Yi Keun Chang","null","null","806","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hl*","Hai-meng Chao","null","null","807","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0401l*","Paul Chaplet","null","null","808","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mn6*","Adam Chapman","null","null","809","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02pwz*","Roger Chapman","null","null","810","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5l*","Gunn Charoenkul","null","null","811","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*051ys*","Guxin Chen","null","null","813","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hm*","Zi-hao Chen","null","null","814","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03fax*","Ashley Chesters","null","null","815","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p55*","Jimmy Chestnut","null","null","816","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p58*","Danny Chia","null","null","817","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*051yt*","Alex Chiarella","null","null","354","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5m*","Sam Chien","null","null","818","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5n*","S Chikkarangappa","null","null","819","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01vir*","John Chin","null","null","820","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xn3*","Ryan Chisnall","null","null","821","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041hn*","Byung-Min Cho","null","null","822","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04a2p*","Min Geun Cho","null","null","823","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05aji*","Min-gyu Cho","null","null","824","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03obe*","Min-jun Cho","null","null","825","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0624g*","Mingyu Cho","null","null","826","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041ho*","Rak hyun Cho","null","null","827","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04lp3*","Sungmin Cho","null","null","828","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*029dw*","Albin Choi","null","null","829","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04kp0*","Gowoong Choi","null","null","830","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04a2q*","Hosung Choi","null","null","831","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03p8y*","Jay Choi","null","null","832","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03pco*","Jinho Choi","null","null","833","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5o*","Joon-woo Choi","null","null","834","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p5y*","K.J. Choi","null","null","835","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xlo*","Michael Choi","null","null","836","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04kdy*","Minchel Choi","null","null","837","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02fya*","Phillip Choi","null","null","838","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04anf*","Varut Chomchalam","null","null","839","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04uqc*","Varut Chomchalam","null","null","840","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03pa1*","Tze-Huang Choo","null","null","841","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5p*","Wilson Choo","null","null","842","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p65*","Daniel Chopra","null","null","843","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04yre*","Witchayanon Chothirunrungru","null","null","844","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04miv*","Om Prakash Chouhan","null","null","845","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06cn4*","Tiger Christensen","null","null","846","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6n*","Gary Christian","null","null","847","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5q*","Thitiphun Chuayprakong","null","null","848","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059fo*","Chonlatit Chuenboonngam","null","null","849","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01v8m*","Eric Chun","null","null","850","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05olo*","Jae-Han Chun","null","null","851","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*026hz*","David Chung","null","null","852","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05qvj*","Henry Chung","null","null","329","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05rhl*","Jin Ho Chung","null","null","853","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059g3*","Jinho Chung","null","null","854","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ouf*","Sydney Chung","null","null","855","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dos*","Luca Cianchetti","null","null","856","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02oyp*","Victor Ciesielski","null","null","857","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6l*","Bobby Clampett","null","null","858","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03vlb*","Brad Clapp","null","null","859","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6u*","Michael Clark II","null","null","860","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6n*","Gary Clark","null","null","861","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6t*","Tim Clark","null","null","862","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6v*","Darren Clarke","null","null","863","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5r*","Luis Claverie","null","null","864","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6x*","Paul Claxton","null","null","865","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*025z9*","Will Claxton","null","null","866","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p6z*","Keith Clearwater","null","null","867","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*023zd*","Rocky Cleland","null","null","868","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050tl*","Todd Clements","null","null","869","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p79*","Jose Coceres","null","null","870","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*025jw*","Tommy Cocha","null","null","871","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5s*","Rick Cochran III","null","null","872","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03cul*","Case Cochran","null","null","873","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p7c*","Russ Cochran","null","null","874","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059u4*","Aaron Cockerill","null","null","875","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5t*","Wallie Coetsee","null","null","876","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*028i2*","George Coetzee","null","null","877","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02456*","Carling Coffing","null","null","878","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04qm8*","Louis Cohen-Boyer","null","null","879","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ftw*","Eli Cole","null","null","880","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06b4c*","Ryan Cole","null","null","881","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h6o*","Gavin Coles","null","null","882","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5u*","Robert Coles","null","null","883","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*049rc*","Brett Coletta","null","null","884","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05rdw*","Tyler Collet","null","null","332","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p7s*","Chad Collins","null","null","885","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06amg*","Cougar Collins","null","null","886","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p7v*","Wil Collins","null","null","887","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03i9x*","Will Collins","null","null","888","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03o5v*","Javi Colomo","null","null","889","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p7y*","Nicolas Colsaerts","null","null","890","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p7z*","Andrew Coltart","null","null","891","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01p80*","Erik Compton","null","null","892","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01vqc*","Carlos Concha","null","null","893","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01s9w*","Michael Connell","null","null","894","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03paj*","Austin Connelly","null","null","895","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05rhi*","Frank Conner","null","null","896","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
